tick,timestamp,weather_pattern,tariff,inflow,simulation_30_min_cost,optimizer_12_hour_cost,cost_delta_12h_minus_30m,simulation_30_min_ending_volume,optimizer_12_hour_ending_volume,simulation_30_min_pumped,optimizer_12_hour_pumped,simulation_30_min_warnings,optimizer_12_hour_warnings
223,2026-06-05T15:00:00+00:00,severe_wet_afternoon,283.90,8.74,2271.20,1135.60,-1135.60,232.09,232.09,8.00,4.00,,
224,2026-06-05T15:30:00+00:00,severe_wet_afternoon,283.90,9.20,2271.20,3406.80,1135.60,233.29,229.29,8.00,12.00,,
225,2026-06-05T16:00:00+00:00,severe_wet_afternoon,302.47,12.61,3629.64,2419.76,-1209.88,233.90,233.90,12.00,8.00,,
226,2026-06-05T16:30:00+00:00,severe_wet_afternoon,302.47,12.17,3629.64,3629.64,0.00,234.07,234.07,12.00,12.00,,
227,2026-06-05T17:00:00+00:00,severe_wet_afternoon,302.47,12.52,3629.64,3629.64,0.00,234.59,234.59,12.00,12.00,,
228,2026-06-05T17:30:00+00:00,severe_wet_afternoon,302.47,12.19,3629.64,3629.64,0.00,234.78,234.78,12.00,12.00,,
229,2026-06-05T18:00:00+00:00,severe_wet_afternoon,302.47,11.94,3629.64,3629.64,0.00,234.72,234.72,12.00,12.00,,
230,2026-06-05T18:30:00+00:00,severe_wet_afternoon,302.47,12.14,3629.64,4839.52,1209.88,234.86,230.86,12.00,16.00,,
231,2026-06-05T19:00:00+00:00,severe_wet_afternoon,302.47,4.91,2419.76,1209.88,-1209.88,231.77,231.77,8.00,4.00,,
232,2026-06-05T19:30:00+00:00,severe_wet_afternoon,302.47,5.34,1209.88,1209.88,0.00,233.11,233.11,4.00,4.00,,
233,2026-06-05T20:00:00+00:00,severe_wet_afternoon,277.06,5.04,1108.24,1108.24,0.00,234.15,234.15,4.00,4.00,,
234,2026-06-05T20:30:00+00:00,severe_wet_afternoon,277.06,5.15,2216.48,2216.48,0.00,231.30,231.30,8.00,8.00,,
235,2026-06-05T21:00:00+00:00,severe_wet_afternoon,277.06,5.32,1108.24,1108.24,0.00,232.62,232.62,4.00,4.00,,
236,2026-06-05T21:30:00+00:00,severe_wet_afternoon,277.06,2.50,1108.24,1108.24,0.00,231.12,231.12,4.00,4.00,,
237,2026-06-05T22:00:00+00:00,severe_wet_afternoon,277.06,2.43,0.00,0.00,0.00,233.55,233.55,0.00,0.00,,
238,2026-06-05T22:30:00+00:00,severe_wet_afternoon,277.06,2.19,1108.24,1108.24,0.00,231.74,231.74,4.00,4.00,,
239,2026-06-05T23:00:00+00:00,severe_wet_afternoon,277.06,2.41,0.00,0.00,0.00,234.15,234.15,0.00,0.00,,
240,2026-06-05T23:30:00+00:00,severe_wet_afternoon,277.06,2.26,1108.24,1108.24,0.00,232.41,232.41,4.00,4.00,,
241,2026-06-06T00:00:00+00:00,extreme_dry,228.42,0.25,0.00,0.00,0.00,232.66,232.66,0.00,0.00,,
242,2026-06-06T00:30:00+00:00,extreme_dry,228.42,0.05,0.00,0.00,0.00,232.71,232.71,0.00,0.00,,
243,2026-06-06T01:00:00+00:00,extreme_dry,228.42,0.05,0.00,0.00,0.00,232.76,232.76,0.00,0.00,,
244,2026-06-06T01:30:00+00:00,extreme_dry,228.42,0.14,0.00,0.00,0.00,232.90,232.90,0.00,0.00,,
245,2026-06-06T02:00:00+00:00,extreme_dry,228.42,0.05,0.00,0.00,0.00,232.95,232.95,0.00,0.00,,
246,2026-06-06T02:30:00+00:00,extreme_dry,228.42,0.15,0.00,0.00,0.00,233.10,233.10,0.00,0.00,,
247,2026-06-06T03:00:00+00:00,extreme_dry,228.42,0.16,0.00,0.00,0.00,233.26,233.26,0.00,0.00,,
248,2026-06-06T03:30:00+00:00,extreme_dry,228.42,0.06,0.00,1827.36,1827.36,233.32,225.32,0.00,8.00,,
249,2026-06-06T04:00:00+00:00,extreme_dry,257.37,0.12,0.00,0.00,0.00,233.44,225.44,0.00,0.00,,
250,2026-06-06T04:30:00+00:00,extreme_dry,257.37,0.27,0.00,0.00,0.00,233.71,225.71,0.00,0.00,,
251,2026-06-06T05:00:00+00:00,extreme_dry,257.37,0.15,0.00,0.00,0.00,233.86,225.86,0.00,0.00,,
252,2026-06-06T05:30:00+00:00,extreme_dry,257.37,0.65,0.00,0.00,0.00,234.51,226.51,0.00,0.00,,
253,2026-06-06T06:00:00+00:00,extreme_dry,257.37,0.69,1029.48,0.00,-1029.48,231.20,227.20,4.00,0.00,,
254,2026-06-06T06:30:00+00:00,extreme_dry,257.37,0.72,0.00,0.00,0.00,231.92,227.92,0.00,0.00,,
255,2026-06-06T07:00:00+00:00,extreme_dry,257.37,0.47,0.00,0.00,0.00,232.39,228.39,0.00,0.00,,
256,2026-06-06T07:30:00+00:00,extreme_dry,257.37,0.53,0.00,0.00,0.00,232.92,228.92,0.00,0.00,,
257,2026-06-06T08:00:00+00:00,extreme_dry,282.66,0.46,0.00,0.00,0.00,233.38,229.38,0.00,0.00,,
258,2026-06-06T08:30:00+00:00,extreme_dry,282.66,0.66,0.00,0.00,0.00,234.04,230.04,0.00,0.00,,
259,2026-06-06T09:00:00+00:00,extreme_dry,282.66,0.70,0.00,0.00,0.00,234.74,230.74,0.00,0.00,,
260,2026-06-06T09:30:00+00:00,extreme_dry,282.66,0.49,1130.64,0.00,-1130.64,231.23,231.23,4.00,0.00,,
261,2026-06-06T10:00:00+00:00,extreme_dry,282.66,0.62,0.00,0.00,0.00,231.85,231.85,0.00,0.00,,
262,2026-06-06T10:30:00+00:00,extreme_dry,282.66,0.24,0.00,0.00,0.00,232.09,232.09,0.00,0.00,,
263,2026-06-06T11:00:00+00:00,extreme_dry,282.66,0.34,0.00,0.00,0.00,232.43,232.43,0.00,0.00,,
264,2026-06-06T11:30:00+00:00,extreme_dry,282.66,0.19,0.00,0.00,0.00,232.62,232.62,0.00,0.00,,
265,2026-06-06T12:00:00+00:00,extreme_dry,283.90,0.32,0.00,0.00,0.00,232.94,232.94,0.00,0.00,,
266,2026-06-06T12:30:00+00:00,extreme_dry,283.90,0.28,0.00,0.00,0.00,233.22,233.22,0.00,0.00,,
267,2026-06-06T13:00:00+00:00,extreme_dry,283.90,0.19,0.00,0.00,0.00,233.41,233.41,0.00,0.00,,
268,2026-06-06T13:30:00+00:00,extreme_dry,283.90,0.36,0.00,0.00,0.00,233.77,233.77,0.00,0.00,,
269,2026-06-06T14:00:00+00:00,extreme_dry,283.90,0.46,0.00,0.00,0.00,234.23,234.23,0.00,0.00,,
270,2026-06-06T14:30:00+00:00,extreme_dry,283.90,0.44,0.00,0.00,0.00,234.67,234.67,0.00,0.00,,
271,2026-06-06T15:00:00+00:00,extreme_dry,283.90,0.18,0.00,0.00,0.00,234.85,234.85,0.00,0.00,,
272,2026-06-06T15:30:00+00:00,extreme_dry,283.90,0.39,1135.60,2271.20,1135.60,231.24,227.24,4.00,8.00,,
273,2026-06-06T16:00:00+00:00,extreme_dry,302.47,0.76,0.00,0.00,0.00,232.00,228.00,0.00,0.00,,
274,2026-06-06T16:30:00+00:00,extreme_dry,302.47,0.56,0.00,0.00,0.00,232.56,228.56,0.00,0.00,,
275,2026-06-06T17:00:00+00:00,extreme_dry,302.47,0.80,0.00,0.00,0.00,233.36,229.36,0.00,0.00,,
276,2026-06-06T17:30:00+00:00,extreme_dry,302.47,0.51,0.00,0.00,0.00,233.87,229.87,0.00,0.00,,
277,2026-06-06T18:00:00+00:00,extreme_dry,302.47,0.53,0.00,0.00,0.00,234.40,230.40,0.00,0.00,,
278,2026-06-06T18:30:00+00:00,extreme_dry,302.47,0.58,0.00,0.00,0.00,234.98,230.98,0.00,0.00,,
279,2026-06-06T19:00:00+00:00,extreme_dry,302.47,0.77,1209.88,0.00,-1209.88,231.75,231.75,4.00,0.00,,
280,2026-06-06T19:30:00+00:00,extreme_dry,302.47,0.52,0.00,0.00,0.00,232.27,232.27,0.00,0.00,,
281,2026-06-06T20:00:00+00:00,extreme_dry,277.06,0.83,0.00,0.00,0.00,233.10,233.10,0.00,0.00,,
282,2026-06-06T20:30:00+00:00,extreme_dry,277.06,0.69,0.00,0.00,0.00,233.79,233.79,0.00,0.00,,
283,2026-06-06T21:00:00+00:00,extreme_dry,277.06,0.59,0.00,0.00,0.00,234.38,234.38,0.00,0.00,,
284,2026-06-06T21:30:00+00:00,extreme_dry,277.06,0.20,0.00,0.00,0.00,234.58,234.58,0.00,0.00,,
285,2026-06-06T22:00:00+00:00,extreme_dry,277.06,0.05,0.00,0.00,0.00,234.63,234.63,0.00,0.00,,
286,2026-06-06T22:30:00+00:00,extreme_dry,277.06,0.05,0.00,0.00,0.00,234.68,234.68,0.00,0.00,,
287,2026-06-06T23:00:00+00:00,extreme_dry,277.06,0.26,0.00,0.00,0.00,234.94,234.94,0.00,0.00,,
288,2026-06-06T23:30:00+00:00,extreme_dry,277.06,0.30,1108.24,1108.24,0.00,231.24,231.24,4.00,4.00,,
289,2026-06-07T00:00:00+00:00,wet,228.42,2.38,0.00,0.00,0.00,233.62,233.62,0.00,0.00,,
290,2026-06-07T00:30:00+00:00,wet,228.42,2.31,913.68,913.68,0.00,231.93,231.93,4.00,4.00,,
291,2026-06-07T01:00:00+00:00,wet,228.42,2.15,0.00,0.00,0.00,234.08,234.08,0.00,0.00,,
292,2026-06-07T01:30:00+00:00,wet,228.42,2.35,913.68,913.68,0.00,232.43,232.43,4.00,4.00,,
293,2026-06-07T02:00:00+00:00,wet,228.42,2.58,913.68,913.68,0.00,231.01,231.01,4.00,4.00,,
294,2026-06-07T02:30:00+00:00,wet,228.42,2.46,0.00,0.00,0.00,233.47,233.47,0.00,0.00,,
295,2026-06-07T03:00:00+00:00,wet,228.42,2.00,913.68,1827.36,913.68,231.47,227.47,4.00,8.00,,
296,2026-06-07T03:30:00+00:00,wet,228.42,2.26,0.00,1827.36,1827.36,233.73,221.73,0.00,8.00,,
297,2026-06-07T04:00:00+00:00,wet,257.37,2.51,1029.48,0.00,-1029.48,232.24,224.24,4.00,0.00,,
298,2026-06-07T04:30:00+00:00,wet,257.37,2.42,0.00,0.00,0.00,234.66,226.66,0.00,0.00,,
299,2026-06-07T05:00:00+00:00,wet,257.37,2.22,1029.48,0.00,-1029.48,232.88,228.88,4.00,0.00,,
300,2026-06-07T05:30:00+00:00,wet,257.37,5.13,1029.48,0.00,-1029.48,234.01,234.01,4.00,0.00,,
301,2026-06-07T06:00:00+00:00,wet,257.37,5.56,2058.96,2058.96,0.00,231.57,231.57,8.00,8.00,,
302,2026-06-07T06:30:00+00:00,wet,257.37,5.57,1029.48,1029.48,0.00,233.14,233.14,4.00,4.00,,
303,2026-06-07T07:00:00+00:00,wet,257.37,5.62,1029.48,1029.48,0.00,234.76,234.76,4.00,4.00,,
304,2026-06-07T07:30:00+00:00,wet,257.37,5.15,2058.96,2058.96,0.00,231.91,231.91,8.00,8.00,,
305,2026-06-07T08:00:00+00:00,wet,282.66,5.62,1130.64,1130.64,0.00,233.53,233.53,4.00,4.00,,
306,2026-06-07T08:30:00+00:00,wet,282.66,5.25,1130.64,1130.64,0.00,234.78,234.78,4.00,4.00,,
307,2026-06-07T09:00:00+00:00,wet,282.66,5.59,2261.28,2261.28,0.00,232.37,232.37,8.00,8.00,,
308,2026-06-07T09:30:00+00:00,wet,282.66,5.39,1130.64,1130.64,0.00,233.76,233.76,4.00,4.00,,
309,2026-06-07T10:00:00+00:00,wet,282.66,5.42,2261.28,2261.28,0.00,231.18,231.18,8.00,8.00,,
310,2026-06-07T10:30:00+00:00,wet,282.66,3.37,0.00,0.00,0.00,234.55,234.55,0.00,0.00,,
311,2026-06-07T11:00:00+00:00,wet,282.66,3.47,1130.64,1130.64,0.00,234.02,234.02,4.00,4.00,,
312,2026-06-07T11:30:00+00:00,wet,282.66,3.67,1130.64,1130.64,0.00,233.69,233.69,4.00,4.00,,
313,2026-06-07T12:00:00+00:00,wet,283.90,3.50,1135.60,1135.60,0.00,233.19,233.19,4.00,4.00,,
314,2026-06-07T12:30:00+00:00,wet,283.90,3.29,1135.60,1135.60,0.00,232.48,232.48,4.00,4.00,,
315,2026-06-07T13:00:00+00:00,wet,283.90,3.36,1135.60,1135.60,0.00,231.84,231.84,4.00,4.00,,
316,2026-06-07T13:30:00+00:00,wet,283.90,3.35,1135.60,1135.60,0.00,231.19,231.19,4.00,4.00,,
317,2026-06-07T14:00:00+00:00,wet,283.90,3.49,0.00,0.00,0.00,234.68,234.68,0.00,0.00,,
318,2026-06-07T14:30:00+00:00,wet,283.90,3.33,1135.60,3406.80,2271.20,234.01,226.01,4.00,12.00,,
319,2026-06-07T15:00:00+00:00,wet,283.90,3.16,1135.60,2271.20,1135.60,233.17,221.17,4.00,8.00,,
320,2026-06-07T15:30:00+00:00,wet,283.90,3.37,1135.60,1135.60,0.00,232.54,220.54,4.00,4.00,,
321,2026-06-07T16:00:00+00:00,wet,302.47,5.70,1209.88,0.00,-1209.88,234.24,226.24,4.00,0.00,,
322,2026-06-07T16:30:00+00:00,wet,302.47,5.69,2419.76,0.00,-2419.76,231.93,231.93,8.00,0.00,,
323,2026-06-07T17:00:00+00:00,wet,302.47,5.63,1209.88,1209.88,0.00,233.56,233.56,4.00,4.00,,
324,2026-06-07T17:30:00+00:00,wet,302.47,5.62,2419.76,2419.76,0.00,231.18,231.18,8.00,8.00,,
325,2026-06-07T18:00:00+00:00,wet,302.47,5.70,1209.88,1209.88,0.00,232.88,232.88,4.00,4.00,,
326,2026-06-07T18:30:00+00:00,wet,302.47,5.74,1209.88,1209.88,0.00,234.62,234.62,4.00,4.00,,
327,2026-06-07T19:00:00+00:00,wet,302.47,5.47,2419.76,2419.76,0.00,232.09,232.09,8.00,8.00,,
328,2026-06-07T19:30:00+00:00,wet,302.47,5.50,1209.88,1209.88,0.00,233.59,233.59,4.00,4.00,,
329,2026-06-07T20:00:00+00:00,wet,277.06,5.45,2216.48,2216.48,0.00,231.04,231.04,8.00,8.00,,
330,2026-06-07T20:30:00+00:00,wet,277.06,5.52,1108.24,2216.48,1108.24,232.56,228.56,4.00,8.00,,
331,2026-06-07T21:00:00+00:00,wet,277.06,5.87,1108.24,0.00,-1108.24,234.43,234.43,4.00,0.00,,
332,2026-06-07T21:30:00+00:00,wet,277.06,2.27,1108.24,2216.48,1108.24,232.70,228.70,4.00,8.00,,
333,2026-06-07T22:00:00+00:00,wet,277.06,2.59,1108.24,0.00,-1108.24,231.29,231.29,4.00,0.00,,
334,2026-06-07T22:30:00+00:00,wet,277.06,2.53,0.00,0.00,0.00,233.82,233.82,0.00,0.00,,
335,2026-06-07T23:00:00+00:00,wet,277.06,2.76,1108.24,1108.24,0.00,232.58,232.58,4.00,4.00,,
336,2026-06-07T23:30:00+00:00,wet,277.06,2.76,1108.24,1108.24,0.00,231.34,231.34,4.00,4.00,,
337,2026-06-08T00:00:00+00:00,dry_spell,228.42,0.09,0.00,0.00,0.00,231.43,231.43,0.00,0.00,,
338,2026-06-08T00:30:00+00:00,dry_spell,228.42,0.15,0.00,0.00,0.00,231.58,231.58,0.00,0.00,,
339,2026-06-08T01:00:00+00:00,dry_spell,228.42,0.09,0.00,0.00,0.00,231.67,231.67,0.00,0.00,,
340,2026-06-08T01:30:00+00:00,dry_spell,228.42,0.05,0.00,0.00,0.00,231.72,231.72,0.00,0.00,,
341,2026-06-08T02:00:00+00:00,dry_spell,228.42,0.05,0.00,0.00,0.00,231.77,231.77,0.00,0.00,,
342,2026-06-08T02:30:00+00:00,dry_spell,228.42,0.32,0.00,0.00,0.00,232.09,232.09,0.00,0.00,,
343,2026-06-08T03:00:00+00:00,dry_spell,228.42,0.18,0.00,0.00,0.00,232.27,232.27,0.00,0.00,,
344,2026-06-08T03:30:00+00:00,dry_spell,228.42,0.26,0.00,1827.36,1827.36,232.53,224.53,0.00,8.00,,
345,2026-06-08T04:00:00+00:00,dry_spell,257.37,0.13,0.00,0.00,0.00,232.66,224.66,0.00,0.00,,
346,2026-06-08T04:30:00+00:00,dry_spell,257.37,0.32,0.00,0.00,0.00,232.98,224.98,0.00,0.00,,
347,2026-06-08T05:00:00+00:00,dry_spell,257.37,0.15,0.00,0.00,0.00,233.13,225.13,0.00,0.00,,
348,2026-06-08T05:30:00+00:00,dry_spell,257.37,1.15,0.00,0.00,0.00,234.28,226.28,0.00,0.00,,
349,2026-06-08T06:00:00+00:00,dry_spell,257.37,0.83,1029.48,0.00,-1029.48,231.11,227.11,4.00,0.00,,
350,2026-06-08T06:30:00+00:00,dry_spell,257.37,1.08,0.00,0.00,0.00,232.19,228.19,0.00,0.00,,
351,2026-06-08T07:00:00+00:00,dry_spell,257.37,0.83,0.00,0.00,0.00,233.02,229.02,0.00,0.00,,
352,2026-06-08T07:30:00+00:00,dry_spell,257.37,1.01,0.00,1029.48,1029.48,234.03,226.03,0.00,4.00,,
353,2026-06-08T08:00:00+00:00,dry_spell,282.66,0.98,1130.64,0.00,-1130.64,231.01,227.01,4.00,0.00,,
354,2026-06-08T08:30:00+00:00,dry_spell,282.66,1.15,0.00,0.00,0.00,232.16,228.16,0.00,0.00,,
355,2026-06-08T09:00:00+00:00,dry_spell,282.66,1.08,0.00,0.00,0.00,233.24,229.24,0.00,0.00,,
356,2026-06-08T09:30:00+00:00,dry_spell,282.66,0.95,0.00,0.00,0.00,234.19,230.19,0.00,0.00,,
357,2026-06-08T10:00:00+00:00,dry_spell,282.66,0.87,1130.64,0.00,-1130.64,231.06,231.06,4.00,0.00,,
358,2026-06-08T10:30:00+00:00,dry_spell,282.66,0.59,0.00,0.00,0.00,231.65,231.65,0.00,0.00,,
359,2026-06-08T11:00:00+00:00,dry_spell,282.66,0.53,0.00,0.00,0.00,232.18,232.18,0.00,0.00,,
360,2026-06-08T11:30:00+00:00,dry_spell,282.66,0.49,0.00,0.00,0.00,232.67,232.67,0.00,0.00,,
361,2026-06-08T12:00:00+00:00,dry_spell,283.90,0.35,0.00,0.00,0.00,233.02,233.02,0.00,0.00,,
362,2026-06-08T12:30:00+00:00,dry_spell,283.90,0.48,0.00,0.00,0.00,233.50,233.50,0.00,0.00,,
363,2026-06-08T13:00:00+00:00,dry_spell,283.90,0.55,0.00,0.00,0.00,234.05,234.05,0.00,0.00,,
364,2026-06-08T13:30:00+00:00,dry_spell,283.90,0.49,0.00,0.00,0.00,234.54,234.54,0.00,0.00,,
365,2026-06-08T14:00:00+00:00,dry_spell,283.90,0.36,0.00,0.00,0.00,234.90,234.90,0.00,0.00,,
366,2026-06-08T14:30:00+00:00,dry_spell,283.90,0.58,1135.60,1135.60,0.00,231.48,231.48,4.00,4.00,,
367,2026-06-08T15:00:00+00:00,dry_spell,283.90,0.36,0.00,0.00,0.00,231.84,231.84,0.00,0.00,,
368,2026-06-08T15:30:00+00:00,dry_spell,283.90,0.45,0.00,2271.20,2271.20,232.29,224.29,0.00,8.00,,
369,2026-06-08T16:00:00+00:00,dry_spell,302.47,1.23,0.00,0.00,0.00,233.52,225.52,0.00,0.00,,
370,2026-06-08T16:30:00+00:00,dry_spell,302.47,1.13,0.00,0.00,0.00,234.65,226.65,0.00,0.00,,
371,2026-06-08T17:00:00+00:00,dry_spell,302.47,1.19,1209.88,0.00,-1209.88,231.84,227.84,4.00,0.00,,
372,2026-06-08T17:30:00+00:00,dry_spell,302.47,1.20,0.00,0.00,0.00,233.04,229.04,0.00,0.00,,
373,2026-06-08T18:00:00+00:00,dry_spell,302.47,1.20,0.00,0.00,0.00,234.24,230.24,0.00,0.00,,
374,2026-06-08T18:30:00+00:00,dry_spell,302.47,0.94,1209.88,0.00,-1209.88,231.18,231.18,4.00,0.00,,
375,2026-06-08T19:00:00+00:00,dry_spell,302.47,0.96,0.00,0.00,0.00,232.14,232.14,0.00,0.00,,
376,2026-06-08T19:30:00+00:00,dry_spell,302.47,1.22,0.00,0.00,0.00,233.36,233.36,0.00,0.00,,
377,2026-06-08T20:00:00+00:00,dry_spell,277.06,1.04,0.00,0.00,0.00,234.40,234.40,0.00,0.00,,
378,2026-06-08T20:30:00+00:00,dry_spell,277.06,1.23,1108.24,1108.24,0.00,231.63,231.63,4.00,4.00,,
379,2026-06-08T21:00:00+00:00,dry_spell,277.06,1.16,0.00,0.00,0.00,232.79,232.79,0.00,0.00,,
380,2026-06-08T21:30:00+00:00,dry_spell,277.06,0.28,0.00,0.00,0.00,233.07,233.07,0.00,0.00,,
381,2026-06-08T22:00:00+00:00,dry_spell,277.06,0.21,0.00,0.00,0.00,233.28,233.28,0.00,0.00,,
382,2026-06-08T22:30:00+00:00,dry_spell,277.06,0.29,0.00,0.00,0.00,233.57,233.57,0.00,0.00,,
383,2026-06-08T23:00:00+00:00,dry_spell,277.06,0.19,0.00,0.00,0.00,233.76,233.76,0.00,0.00,,
384,2026-06-08T23:30:00+00:00,dry_spell,277.06,0.30,0.00,0.00,0.00,234.06,234.06,0.00,0.00,,
385,2026-06-09T00:00:00+00:00,wet_multi_day,228.42,2.97,913.68,913.68,0.00,233.03,233.03,4.00,4.00,,
386,2026-06-09T00:30:00+00:00,wet_multi_day,228.42,2.97,913.68,913.68,0.00,232.00,232.00,4.00,4.00,,
387,2026-06-09T01:00:00+00:00,wet_multi_day,228.42,2.90,0.00,0.00,0.00,234.90,234.90,0.00,0.00,,
388,2026-06-09T01:30:00+00:00,wet_multi_day,228.42,3.04,913.68,913.68,0.00,233.94,233.94,4.00,4.00,,
389,2026-06-09T02:00:00+00:00,wet_multi_day,228.42,2.82,913.68,913.68,0.00,232.76,232.76,4.00,4.00,,
390,2026-06-09T02:30:00+00:00,wet_multi_day,228.42,2.68,913.68,913.68,0.00,231.44,231.44,4.00,4.00,,
391,2026-06-09T03:00:00+00:00,wet_multi_day,228.42,2.73,0.00,0.00,0.00,234.17,234.17,0.00,0.00,,
392,2026-06-09T03:30:00+00:00,wet_multi_day,228.42,2.87,913.68,2741.04,1827.36,233.04,225.04,4.00,12.00,,
393,2026-06-09T04:00:00+00:00,wet_multi_day,257.37,2.92,1029.48,0.00,-1029.48,231.96,227.96,4.00,0.00,,
394,2026-06-09T04:30:00+00:00,wet_multi_day,257.37,2.65,0.00,0.00,0.00,234.61,230.61,0.00,0.00,,
395,2026-06-09T05:00:00+00:00,wet_multi_day,257.37,3.11,1029.48,0.00,-1029.48,233.72,233.72,4.00,0.00,,
396,2026-06-09T05:30:00+00:00,wet_multi_day,257.37,6.11,2058.96,3088.44,1029.48,231.83,227.83,8.00,12.00,,
397,2026-06-09T06:00:00+00:00,wet_multi_day,257.37,6.08,1029.48,1029.48,0.00,233.91,229.91,4.00,4.00,,
398,2026-06-09T06:30:00+00:00,wet_multi_day,257.37,6.64,2058.96,1029.48,-1029.48,232.55,232.55,8.00,4.00,,
399,2026-06-09T07:00:00+00:00,wet_multi_day,257.37,6.54,2058.96,2058.96,0.00,231.09,231.09,8.00,8.00,,
400,2026-06-09T07:30:00+00:00,wet_multi_day,257.37,6.22,1029.48,2058.96,1029.48,233.31,229.31,4.00,8.00,,
401,2026-06-09T08:00:00+00:00,wet_multi_day,282.66,6.24,2261.28,1130.64,-1130.64,231.55,231.55,8.00,4.00,,
402,2026-06-09T08:30:00+00:00,wet_multi_day,282.66,6.50,1130.64,1130.64,0.00,234.05,234.05,4.00,4.00,,
403,2026-06-09T09:00:00+00:00,wet_multi_day,282.66,6.39,2261.28,2261.28,0.00,232.44,232.44,8.00,8.00,,
404,2026-06-09T09:30:00+00:00,wet_multi_day,282.66,6.22,1130.64,1130.64,0.00,234.66,234.66,4.00,4.00,,
405,2026-06-09T10:00:00+00:00,wet_multi_day,282.66,6.41,2261.28,2261.28,0.00,233.07,233.07,8.00,8.00,,
406,2026-06-09T10:30:00+00:00,wet_multi_day,282.66,4.36,1130.64,1130.64,0.00,233.43,233.43,4.00,4.00,,
407,2026-06-09T11:00:00+00:00,wet_multi_day,282.66,4.00,1130.64,1130.64,0.00,233.43,233.43,4.00,4.00,,
408,2026-06-09T11:30:00+00:00,wet_multi_day,282.66,4.28,1130.64,1130.64,0.00,233.71,233.71,4.00,4.00,,
409,2026-06-09T12:00:00+00:00,wet_multi_day,283.90,3.94,1135.60,1135.60,0.00,233.65,233.65,4.00,4.00,,
410,2026-06-09T12:30:00+00:00,wet_multi_day,283.90,4.37,1135.60,1135.60,0.00,234.02,234.02,4.00,4.00,,
411,2026-06-09T13:00:00+00:00,wet_multi_day,283.90,3.98,1135.60,1135.60,0.00,234.00,234.00,4.00,4.00,,
412,2026-06-09T13:30:00+00:00,wet_multi_day,283.90,3.79,1135.60,1135.60,0.00,233.79,233.79,4.00,4.00,,
413,2026-06-09T14:00:00+00:00,wet_multi_day,283.90,4.43,1135.60,2271.20,1135.60,234.22,230.22,4.00,8.00,,
414,2026-06-09T14:30:00+00:00,wet_multi_day,283.90,4.38,1135.60,1135.60,0.00,234.60,230.60,4.00,4.00,,
415,2026-06-09T15:00:00+00:00,wet_multi_day,283.90,3.82,1135.60,2271.20,1135.60,234.42,226.42,4.00,8.00,,
416,2026-06-09T15:30:00+00:00,wet_multi_day,283.90,4.02,1135.60,3406.80,2271.20,234.44,218.44,4.00,12.00,,
417,2026-06-09T16:00:00+00:00,wet_multi_day,302.47,6.75,2419.76,0.00,-2419.76,233.19,225.19,8.00,0.00,,
418,2026-06-09T16:30:00+00:00,wet_multi_day,302.47,6.54,2419.76,0.00,-2419.76,231.73,231.73,8.00,0.00,,
419,2026-06-09T17:00:00+00:00,wet_multi_day,302.47,6.77,1209.88,1209.88,0.00,234.50,234.50,4.00,4.00,,
420,2026-06-09T17:30:00+00:00,wet_multi_day,302.47,6.82,2419.76,2419.76,0.00,233.32,233.32,8.00,8.00,,
421,2026-06-09T18:00:00+00:00,wet_multi_day,302.47,6.71,2419.76,3629.64,1209.88,232.03,228.03,8.00,12.00,,
422,2026-06-09T18:30:00+00:00,wet_multi_day,302.47,6.58,1209.88,0.00,-1209.88,234.61,234.61,4.00,0.00,,
423,2026-06-09T19:00:00+00:00,wet_multi_day,302.47,6.57,2419.76,3629.64,1209.88,233.18,229.18,8.00,12.00,,
424,2026-06-09T19:30:00+00:00,wet_multi_day,302.47,6.53,2419.76,1209.88,-1209.88,231.71,231.71,8.00,4.00,,
425,2026-06-09T20:00:00+00:00,wet_multi_day,277.06,6.95,1108.24,2216.48,1108.24,234.66,230.66,4.00,8.00,,
426,2026-06-09T20:30:00+00:00,wet_multi_day,277.06,7.08,2216.48,2216.48,0.00,233.74,229.74,8.00,8.00,,
427,2026-06-09T21:00:00+00:00,wet_multi_day,277.06,6.67,2216.48,2216.48,0.00,232.41,228.41,8.00,8.00,,
428,2026-06-09T21:30:00+00:00,wet_multi_day,277.06,2.98,1108.24,0.00,-1108.24,231.39,231.39,4.00,0.00,,
429,2026-06-09T22:00:00+00:00,wet_multi_day,277.06,3.21,0.00,0.00,0.00,234.60,234.60,0.00,0.00,,
430,2026-06-09T22:30:00+00:00,wet_multi_day,277.06,3.40,1108.24,1108.24,0.00,234.00,234.00,4.00,4.00,,
431,2026-06-09T23:00:00+00:00,wet_multi_day,277.06,3.33,1108.24,1108.24,0.00,233.33,233.33,4.00,4.00,,
432,2026-06-09T23:30:00+00:00,wet_multi_day,277.06,3.25,1108.24,1108.24,0.00,232.58,232.58,4.00,4.00,,
433,2026-06-10T00:00:00+00:00,wet_multi_day,228.42,3.01,913.68,913.68,0.00,231.59,231.59,4.00,4.00,,
434,2026-06-10T00:30:00+00:00,wet_multi_day,228.42,2.99,0.00,0.00,0.00,234.58,234.58,0.00,0.00,,
435,2026-06-10T01:00:00+00:00,wet_multi_day,228.42,3.11,913.68,913.68,0.00,233.69,233.69,4.00,4.00,,
436,2026-06-10T01:30:00+00:00,wet_multi_day,228.42,2.82,913.68,913.68,0.00,232.51,232.51,4.00,4.00,,
